threads,mean_wall_time,stddev_wall_time
1,18.027168595038045,0.2168562582160352
2,13.329110175332366,0.0044566233808664615
4,10.294232827300826,0.01839897058894718
6,9.177536081988364,0.0069542318501602295
8,8.627116708317772,0.008970345554055483
10,8.340475970025485,0.010237517882061372
12,8.133558079639139,0.003034918760068157
14,8.02665605462001,0.004799386457135374
16,7.919538428386052,0.0029117548426974903
18,7.8377956416613115,0.00987853192567173
20,7.79921263770666,0.014825300913025002
22,7.802167242004846,0.004898669798451048
24,7.791369480701785,0.005124105327860453
26,7.816370073667106,0.006609836192108359
28,7.83866808602276,0.00754789927228537
30,7.845991776324809,0.008691578935864789
32,7.893995460666095,0.016680602125848237
34,7.865189143611739,0.01038347148741166
36,7.865465498335349,0.002818070500273662
38,7.902128215646371,0.012798960460167192
40,7.890286260672535,0.00745731329230447
42,7.9039099050375325,0.0015018102736828807
44,7.913920419019026,0.0032906721886358506
46,7.910074987681583,0.027477145923500507
48,7.929987983351263,0.024054817756153205
