threads,mean_wall_time,stddev_wall_time
1,5.179746020895739,0.1991645586111493
2,3.654525261372328,0.002735354526701435
4,2.763306704660257,0.00251489837265639
6,2.478144708710412,0.0015896688938493299
8,2.315698296452562,0.002986195315604636
10,2.229683179097871,0.004674495447224182
12,2.176933243560294,0.01108084456181527
14,2.128563438852628,0.004771979474233501
16,2.0907199749102197,0.0069694175971377345
18,2.0705545591190457,0.004499691695606731
20,2.0492167954022684,0.005622450669780926
22,2.0396369559069476,0.004482153367735897
24,2.0285996242115893,0.006419971849184733
26,2.039822827093303,0.004189850906877001
28,2.0359676284715533,0.021976016716708204
30,2.050770808942616,0.00396355884654059
32,2.057608573076626,0.00632773399015275
34,2.0597796191771827,0.0018278725112494756
36,2.063990604442855,0.005192500271222371
38,2.0634115220357976,0.00456906346602515
40,2.07266923195372,0.0047875674141726506
42,2.0746748816842833,0.0074594327048524735
44,2.078127251006663,0.0049269861297784115
46,2.0803844227145114,0.005291304590928964
48,2.08825806931903,0.0005732227669722379
